id,name,species,types,height,weight,abilities,evolutions,facts,site_link,img_link
80,Slowbro,Hermit Crab Pokémon,"['Water', 'Psychic']",1.6 m (5′03″),78.5 kg (173.1 lbs),"['Oblivious', 'Own Tempo', 'Regenerator']","['Slowpoke', 'Slowbro', 'Slowking']",The SHELLDER that is latched onto SLOWPOKE’s tail is said to feed on the host’s left over scraps.,https://pokemondb.net/pokedex/slowbro,https://img.pokemondb.net/artwork/slowbro.jpg
81,Magnemite,Magnet Pokémon,"['Electric', 'Steel']",0.3 m (1′00″),6.0 kg (13.2 lbs),"['Magnet Pull', 'Sturdy', 'Analytic']","['Magnemite', 'Magneton', 'Magnezone']",Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,https://pokemondb.net/pokedex/magnemite,https://img.pokemondb.net/artwork/magnemite.jpg
82,Magneton,Magnet Pokémon,"['Electric', 'Steel']",1.0 m (3′03″),60.0 kg (132.3 lbs),"['Magnet Pull', 'Sturdy', 'Analytic']","['Magnemite', 'Magneton', 'Magnezone']",Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,https://pokemondb.net/pokedex/magneton,https://img.pokemondb.net/artwork/magneton.jpg
83,Farfetch'd,Wild Duck Pokémon,"['Normal', 'Flying']",0.8 m (2′07″),15.0 kg (33.1 lbs),"['Keen Eye', 'Inner Focus', 'Defiant']","[""Farfetch'd"", ""Sirfetch'd""]",The sprig of green onions it holds is its weapon. It is used much like a metal sword.,https://pokemondb.net/pokedex/farfetchd,https://img.pokemondb.net/artwork/farfetchd.jpg
84,Doduo,Twin Bird Pokémon,"['Normal', 'Flying']",1.4 m (4′07″),39.2 kg (86.4 lbs),"['Run Away', 'Early Bird', 'Tangled Feet']","['Doduo', 'Dodrio']",A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,https://pokemondb.net/pokedex/doduo,https://img.pokemondb.net/artwork/doduo.jpg
85,Dodrio,Triple Bird Pokémon,"['Normal', 'Flying']",1.8 m (5′11″),85.2 kg (187.8 lbs),"['Run Away', 'Early Bird', 'Tangled Feet']","['Doduo', 'Dodrio']","Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",https://pokemondb.net/pokedex/dodrio,https://img.pokemondb.net/artwork/dodrio.jpg
86,Seel,Sea Lion Pokémon,['Water'],1.1 m (3′07″),90.0 kg (198.4 lbs),"['Thick Fat', 'Hydration', 'Ice Body']","['Seel', 'Dewgong']",The protruding horn on its head is very hard. It is used for bashing through thick ice.,https://pokemondb.net/pokedex/seel,https://img.pokemondb.net/artwork/seel.jpg
87,Dewgong,Sea Lion Pokémon,"['Water', 'Ice']",1.7 m (5′07″),120.0 kg (264.6 lbs),"['Thick Fat', 'Hydration', 'Ice Body']","['Seel', 'Dewgong']",Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,https://pokemondb.net/pokedex/dewgong,https://img.pokemondb.net/artwork/dewgong.jpg
88,Grimer,Sludge Pokémon,['Poison'],0.9 m (2′11″),30.0 kg (66.1 lbs),"['Stench', 'Sticky Hold', 'Poison Touch']","['Grimer', 'Muk']",Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,https://pokemondb.net/pokedex/grimer,https://img.pokemondb.net/artwork/grimer.jpg
89,Muk,Sludge Pokémon,['Poison'],1.2 m (3′11″),30.0 kg (66.1 lbs),"['Stench', 'Sticky Hold', 'Poison Touch']","['Grimer', 'Muk']","Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",https://pokemondb.net/pokedex/muk,https://img.pokemondb.net/artwork/muk.jpg
90,Shellder,Bivalve Pokémon,['Water'],0.3 m (1′00″),4.0 kg (8.8 lbs),"['Shell Armor', 'Skill Link', 'Overcoat']","['Shellder', 'Cloyster']",Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,https://pokemondb.net/pokedex/shellder,https://img.pokemondb.net/artwork/shellder.jpg
91,Cloyster,Bivalve Pokémon,"['Water', 'Ice']",1.5 m (4′11″),132.5 kg (292.1 lbs),"['Shell Armor', 'Skill Link', 'Overcoat']","['Shellder', 'Cloyster']","When attacked, it launches its horns in quick volleys. Its innards have never been seen.",https://pokemondb.net/pokedex/cloyster,https://img.pokemondb.net/artwork/cloyster.jpg
92,Gastly,Gas Pokémon,"['Ghost', 'Poison']",1.3 m (4′03″),0.1 kg (0.2 lbs),['Levitate'],"['Gastly', 'Haunter', 'Gengar']","Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",https://pokemondb.net/pokedex/gastly,https://img.pokemondb.net/artwork/gastly.jpg
93,Haunter,Gas Pokémon,"['Ghost', 'Poison']",1.6 m (5′03″),0.1 kg (0.2 lbs),['Levitate'],"['Gastly', 'Haunter', 'Gengar']","Because of its ability to slip through block walls, it is said to be from another dimension.",https://pokemondb.net/pokedex/haunter,https://img.pokemondb.net/artwork/haunter.jpg
94,Gengar,Shadow Pokémon,"['Ghost', 'Poison']",1.5 m (4′11″),40.5 kg (89.3 lbs),['Cursed Body'],"['Gastly', 'Haunter', 'Gengar']","Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",https://pokemondb.net/pokedex/gengar,https://img.pokemondb.net/artwork/gengar.jpg
95,Onix,Rock Snake Pokémon,"['Rock', 'Ground']",8.8 m (28′10″),210.0 kg (463.0 lbs),"['Rock Head', 'Sturdy', 'Weak Armor']","['Onix', 'Steelix']","As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",https://pokemondb.net/pokedex/onix,https://img.pokemondb.net/artwork/onix.jpg
96,Drowzee,Hypnosis Pokémon,['Psychic'],1.0 m (3′03″),32.4 kg (71.4 lbs),"['Insomnia', 'Forewarn', 'Inner Focus']","['Drowzee', 'Hypno']",Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,https://pokemondb.net/pokedex/drowzee,https://img.pokemondb.net/artwork/drowzee.jpg
97,Hypno,Hypnosis Pokémon,['Psychic'],1.6 m (5′03″),75.6 kg (166.7 lbs),"['Insomnia', 'Forewarn', 'Inner Focus']","['Drowzee', 'Hypno']","When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",https://pokemondb.net/pokedex/hypno,https://img.pokemondb.net/artwork/hypno.jpg
98,Krabby,River Crab Pokémon,['Water'],0.4 m (1′04″),6.5 kg (14.3 lbs),"['Hyper Cutter', 'Shell Armor', 'Sheer Force']","['Krabby', 'Kingler']","Its pincers are not only powerful weapons, they are used for balance when walking sideways.",https://pokemondb.net/pokedex/krabby,https://img.pokemondb.net/artwork/krabby.jpg
99,Kingler,Pincer Pokémon,['Water'],1.3 m (4′03″),60.0 kg (132.3 lbs),"['Hyper Cutter', 'Shell Armor', 'Sheer Force']","['Krabby', 'Kingler']","The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",https://pokemondb.net/pokedex/kingler,https://img.pokemondb.net/artwork/kingler.jpg
100,Voltorb,Ball Pokémon,['Electric'],0.5 m (1′08″),10.4 kg (22.9 lbs),"['Soundproof', 'Static', 'Aftermath']","['Voltorb', 'Electrode']","Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",https://pokemondb.net/pokedex/voltorb,https://img.pokemondb.net/artwork/voltorb.jpg
101,Electrode,Ball Pokémon,['Electric'],1.2 m (3′11″),66.6 kg (146.8 lbs),"['Soundproof', 'Static', 'Aftermath']","['Voltorb', 'Electrode']",It stores electric energy under very high pressure. It often explodes with little or no provocation.,https://pokemondb.net/pokedex/electrode,https://img.pokemondb.net/artwork/electrode.jpg
102,Exeggcute,Egg Pokémon,"['Grass', 'Psychic']",0.4 m (1′04″),2.5 kg (5.5 lbs),"['Chlorophyll', 'Harvest']","['Exeggcute', 'Exeggutor']","Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",https://pokemondb.net/pokedex/exeggcute,https://img.pokemondb.net/artwork/exeggcute.jpg
103,Exeggutor,Coconut Pokémon,"['Grass', 'Psychic']",2.0 m (6′07″),120.0 kg (264.6 lbs),"['Chlorophyll', 'Harvest']","['Exeggcute', 'Exeggutor']","Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",https://pokemondb.net/pokedex/exeggutor,https://img.pokemondb.net/artwork/exeggutor.jpg
104,Cubone,Lonely Pokémon,['Ground'],0.4 m (1′04″),6.5 kg (14.3 lbs),"['Rock Head', 'Lightning Rod', 'Battle Armor']","['Cubone', 'Marowak']","Because it never removes its skull helmet, no one has ever seen this POKéMON’s real face.",https://pokemondb.net/pokedex/cubone,https://img.pokemondb.net/artwork/cubone.jpg
105,Marowak,Bone Keeper Pokémon,['Ground'],1.0 m (3′03″),45.0 kg (99.2 lbs),"['Rock Head', 'Lightning Rod', 'Battle Armor']","['Cubone', 'Marowak']",The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,https://pokemondb.net/pokedex/marowak,https://img.pokemondb.net/artwork/marowak.jpg
106,Hitmonlee,Kicking Pokémon,['Fighting'],1.5 m (4′11″),49.8 kg (109.8 lbs),"['Limber', 'Reckless', 'Unburden']","['Tyrogue', 'Hitmonlee', 'Hitmonchan', 'Hitmontop']","When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",https://pokemondb.net/pokedex/hitmonlee,https://img.pokemondb.net/artwork/hitmonlee.jpg
107,Hitmonchan,Punching Pokémon,['Fighting'],1.4 m (4′07″),50.2 kg (110.7 lbs),"['Keen Eye', 'Iron Fist', 'Inner Focus']","['Tyrogue', 'Hitmonlee', 'Hitmonchan', 'Hitmontop']","While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",https://pokemondb.net/pokedex/hitmonchan,https://img.pokemondb.net/artwork/hitmonchan.jpg
108,Lickitung,Licking Pokémon,['Normal'],1.2 m (3′11″),65.5 kg (144.4 lbs),"['Own Tempo', 'Oblivious', 'Cloud Nine']","['Lickitung', 'Lickilicky']",Its tongue can be extended like a chameleon’s. It leaves a tingling sensation when it licks enemies.,https://pokemondb.net/pokedex/lickitung,https://img.pokemondb.net/artwork/lickitung.jpg
109,Koffing,Poison Gas Pokémon,['Poison'],0.6 m (2′00″),1.0 kg (2.2 lbs),"['Levitate', 'Neutralizing Gas', 'Stench']","['Koffing', 'Weezing']","Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",https://pokemondb.net/pokedex/koffing,https://img.pokemondb.net/artwork/koffing.jpg
110,Weezing,Poison Gas Pokémon,['Poison'],1.2 m (3′11″),9.5 kg (20.9 lbs),"['Levitate', 'Neutralizing Gas', 'Stench']","['Koffing', 'Weezing']","Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",https://pokemondb.net/pokedex/weezing,https://img.pokemondb.net/artwork/weezing.jpg
111,Rhyhorn,Spikes Pokémon,"['Ground', 'Rock']",1.0 m (3′03″),115.0 kg (253.5 lbs),"['Lightning Rod', 'Rock Head', 'Reckless']","['Rhyhorn', 'Rhydon', 'Rhyperior']",Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.,https://pokemondb.net/pokedex/rhyhorn,https://img.pokemondb.net/artwork/rhyhorn.jpg
112,Rhydon,Drill Pokémon,"['Ground', 'Rock']",1.9 m (6′03″),120.0 kg (264.6 lbs),"['Lightning Rod', 'Rock Head', 'Reckless']","['Rhyhorn', 'Rhydon', 'Rhyperior']","Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",https://pokemondb.net/pokedex/rhydon,https://img.pokemondb.net/artwork/rhydon.jpg
113,Chansey,Egg Pokémon,['Normal'],1.1 m (3′07″),34.6 kg (76.3 lbs),"['Natural Cure', 'Serene Grace', 'Healer']","['Happiny', 'Chansey', 'Blissey']",A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,https://pokemondb.net/pokedex/chansey,https://img.pokemondb.net/artwork/chansey.jpg
114,Tangela,Vine Pokémon,['Grass'],1.0 m (3′03″),35.0 kg (77.2 lbs),"['Chlorophyll', 'Leaf Guard', 'Regenerator']","['Tangela', 'Tangrowth']",The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.,https://pokemondb.net/pokedex/tangela,https://img.pokemondb.net/artwork/tangela.jpg
115,Kangaskhan,Parent Pokémon,['Normal'],2.2 m (7′03″),80.0 kg (176.4 lbs),"['Early Bird', 'Scrappy', 'Inner Focus']",[],The infant rarely ventures out of its mother’s protective pouch until it is 3 years old.,https://pokemondb.net/pokedex/kangaskhan,https://img.pokemondb.net/artwork/kangaskhan.jpg
116,Horsea,Dragon Pokémon,['Water'],0.4 m (1′04″),8.0 kg (17.6 lbs),"['Swift Swim', 'Sniper', 'Damp']","['Horsea', 'Seadra', 'Kingdra']",Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,https://pokemondb.net/pokedex/horsea,https://img.pokemondb.net/artwork/horsea.jpg
117,Seadra,Dragon Pokémon,['Water'],1.2 m (3′11″),25.0 kg (55.1 lbs),"['Poison Point', 'Sniper', 'Damp']","['Horsea', 'Seadra', 'Kingdra']",Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,https://pokemondb.net/pokedex/seadra,https://img.pokemondb.net/artwork/seadra.jpg
118,Goldeen,Goldfish Pokémon,['Water'],0.6 m (2′00″),15.0 kg (33.1 lbs),"['Swift Swim', 'Water Veil', 'Lightning Rod']","['Goldeen', 'Seaking']","Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",https://pokemondb.net/pokedex/goldeen,https://img.pokemondb.net/artwork/goldeen.jpg
119,Seaking,Goldfish Pokémon,['Water'],1.3 m (4′03″),39.0 kg (86.0 lbs),"['Swift Swim', 'Water Veil', 'Lightning Rod']","['Goldeen', 'Seaking']","In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",https://pokemondb.net/pokedex/seaking,https://img.pokemondb.net/artwork/seaking.jpg
120,Staryu,Star Shape Pokémon,['Water'],0.8 m (2′07″),34.5 kg (76.1 lbs),"['Illuminate', 'Natural Cure', 'Analytic']","['Staryu', 'Starmie']",An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.,https://pokemondb.net/pokedex/staryu,https://img.pokemondb.net/artwork/staryu.jpg
121,Starmie,Mysterious Pokémon,"['Water', 'Psychic']",1.1 m (3′07″),80.0 kg (176.4 lbs),"['Illuminate', 'Natural Cure', 'Analytic']","['Staryu', 'Starmie']",Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,https://pokemondb.net/pokedex/starmie,https://img.pokemondb.net/artwork/starmie.jpg
122,Mr. Mime,Barrier Pokémon,"['Psychic', 'Fairy']",1.3 m (4′03″),54.5 kg (120.2 lbs),"['Soundproof', 'Filter', 'Technician']","['Mime Jr.', 'Mr. Mime', 'Mr. Rime']","If interrupted while it is miming, it will slap around the offender with its broad hands.",https://pokemondb.net/pokedex/mr-mime,https://img.pokemondb.net/artwork/mr-mime.jpg
123,Scyther,Mantis Pokémon,"['Bug', 'Flying']",1.5 m (4′11″),56.0 kg (123.5 lbs),"['Swarm', 'Technician', 'Steadfast']","['Scyther', 'Scizor', 'Kleavor']","With ninja-like agility and speed, it can create the illusion that there is more than one.",https://pokemondb.net/pokedex/scyther,https://img.pokemondb.net/artwork/scyther.jpg
124,Jynx,Human Shape Pokémon,"['Ice', 'Psychic']",1.4 m (4′07″),40.6 kg (89.5 lbs),"['Oblivious', 'Forewarn', 'Dry Skin']","['Smoochum', 'Jynx']",It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,https://pokemondb.net/pokedex/jynx,https://img.pokemondb.net/artwork/jynx.jpg
125,Electabuzz,Electric Pokémon,['Electric'],1.1 m (3′07″),30.0 kg (66.1 lbs),"['Static', 'Vital Spirit']","['Elekid', 'Electabuzz', 'Electivire']","Normally found near power plants, they can wander away and cause major blackouts in cities.",https://pokemondb.net/pokedex/electabuzz,https://img.pokemondb.net/artwork/electabuzz.jpg
126,Magmar,Spitfire Pokémon,['Fire'],1.3 m (4′03″),44.5 kg (98.1 lbs),"['Flame Body', 'Vital Spirit']","['Magby', 'Magmar', 'Magmortar']",Its body always burns with an orange glow that enables it to hide perfectly among flames.,https://pokemondb.net/pokedex/magmar,https://img.pokemondb.net/artwork/magmar.jpg
127,Pinsir,Stag Beetle Pokémon,['Bug'],1.5 m (4′11″),55.0 kg (121.3 lbs),"['Hyper Cutter', 'Mold Breaker', 'Moxie']",[],"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",https://pokemondb.net/pokedex/pinsir,https://img.pokemondb.net/artwork/pinsir.jpg
128,Tauros,Wild Bull Pokémon,['Normal'],1.4 m (4′07″),88.4 kg (194.9 lbs),"['Intimidate', 'Anger Point', 'Sheer Force']",[],"When it targets an enemy, it charges furiously while whipping its body with its long tails.",https://pokemondb.net/pokedex/tauros,https://img.pokemondb.net/artwork/tauros.jpg
129,Magikarp,Fish Pokémon,['Water'],0.9 m (2′11″),10.0 kg (22.0 lbs),"['Swift Swim', 'Rattled']","['Magikarp', 'Gyarados']","In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",https://pokemondb.net/pokedex/magikarp,https://img.pokemondb.net/artwork/magikarp.jpg
130,Gyarados,Atrocious Pokémon,"['Water', 'Flying']",6.5 m (21′04″),235.0 kg (518.1 lbs),"['Intimidate', 'Moxie']","['Magikarp', 'Gyarados']","Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",https://pokemondb.net/pokedex/gyarados,https://img.pokemondb.net/artwork/gyarados.jpg
131,Lapras,Transport Pokémon,"['Water', 'Ice']",2.5 m (8′02″),220.0 kg (485.0 lbs),"['Water Absorb', 'Shell Armor', 'Hydration']",[],A POKéMON that has been overhunted almost to extinction. It can ferry people across the water.,https://pokemondb.net/pokedex/lapras,https://img.pokemondb.net/artwork/lapras.jpg
132,Ditto,Transform Pokémon,['Normal'],0.3 m (1′00″),4.0 kg (8.8 lbs),"['Limber', 'Imposter']",[],Capable of copying an enemy’s genetic code to instantly transform itself into a duplicate of the enemy.,https://pokemondb.net/pokedex/ditto,https://img.pokemondb.net/artwork/ditto.jpg
133,Eevee,Evolution Pokémon,['Normal'],0.3 m (1′00″),6.5 kg (14.3 lbs),"['Run Away', 'Adaptability', 'Anticipation']","['Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon', 'Sylveon']",Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,https://pokemondb.net/pokedex/eevee,https://img.pokemondb.net/artwork/eevee.jpg
134,Vaporeon,Bubble Jet Pokémon,['Water'],1.0 m (3′03″),29.0 kg (63.9 lbs),"['Water Absorb', 'Hydration']","['Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon', 'Sylveon']",Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid’s.,https://pokemondb.net/pokedex/vaporeon,https://img.pokemondb.net/artwork/vaporeon.jpg
135,Jolteon,Lightning Pokémon,['Electric'],0.8 m (2′07″),24.5 kg (54.0 lbs),"['Volt Absorb', 'Quick Feet']","['Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon', 'Sylveon']",It accumulates negative ions in the atmosphere to blast out 10000-volt lightning bolts.,https://pokemondb.net/pokedex/jolteon,https://img.pokemondb.net/artwork/jolteon.jpg
